tag,attr_count,has_text,depth,has_empty_attr,visibility,is_interactive,has_display_none,missing_required_attr,css_conflict,nested_structure_issue,is_broken
input,3,1,1,0,1,1,0,0,1,0,0
h3,2,1,7,1,1,1,0,0,0,0,0
a,4,1,3,0,1,1,0,1,0,0,1
p,4,0,6,0,0,0,0,0,0,0,0
form,4,1,9,1,1,1,0,0,0,0,0
img,5,1,6,0,1,0,0,0,0,0,0
div,8,1,1,0,0,0,1,1,0,0,0
div,4,1,7,0,1,1,0,0,0,0,0
h3,2,1,2,0,1,1,0,0,0,0,0
form,6,0,3,0,1,1,0,0,0,1,0
li,1,1,3,0,1,1,0,0,0,0,0
h1,4,0,9,0,1,0,0,0,0,1,1
li,6,1,9,0,1,0,0,0,0,0,0
h3,4,1,2,0,1,0,0,0,0,0,0
button,1,1,4,0,0,1,0,0,0,0,0
span,2,1,5,0,1,1,0,1,1,0,0
form,1,1,4,1,1,1,0,0,0,1,0
a,0,1,2,1,1,1,0,0,0,0,0
img,4,1,5,0,1,0,0,1,0,0,1
button,3,1,9,0,1,1,0,0,0,0,0
h1,8,1,5,1,1,0,0,0,0,0,0
a,2,1,9,0,1,1,0,0,0,0,0
ul,6,0,3,0,1,0,0,0,0,0,0
h3,6,1,6,1,1,0,0,0,0,0,0
span,2,0,8,0,1,0,0,0,0,0,0
form,3,0,3,0,1,1,0,1,0,0,0
ul,9,1,2,0,1,1,0,1,0,0,0
div,6,1,7,0,1,0,0,0,0,0,0
div,9,1,5,0,1,0,0,0,1,0,0
span,9,0,2,1,1,0,0,1,0,0,0
ul,2,1,1,0,1,1,0,0,0,0,0
button,0,1,7,1,1,1,0,1,0,1,1
li,2,0,2,0,1,0,0,0,0,0,0
h2,3,1,6,1,1,0,0,0,0,0,0
form,0,1,4,1,1,1,0,0,0,1,0
a,7,1,4,0,1,1,0,0,0,0,0
button,2,1,7,1,1,1,0,0,1,0,0
h1,3,1,1,1,1,0,0,0,0,0,0
img,0,0,8,1,1,0,0,1,0,0,1
span,3,0,4,0,1,0,0,0,1,0,0
h2,6,0,2,0,1,0,1,0,0,0,0
form,7,0,7,0,1,1,0,1,0,1,1
ul,1,0,7,0,1,0,0,0,0,0,0
form,5,0,7,0,1,1,0,0,0,0,0
span,8,0,3,0,1,0,0,1,1,0,0
form,0,1,1,1,0,1,0,0,0,0,0
h1,7,1,4,0,1,1,0,0,0,0,0
li,6,0,3,1,1,0,0,0,0,1,0
img,5,0,6,0,1,0,0,1,0,0,1
div,7,1,3,1,1,1,0,1,0,0,0
li,2,0,9,0,1,0,0,0,0,0,0
p,9,1,9,0,1,0,0,1,0,0,0
span,5,0,8,0,1,0,0,0,0,0,0
li,4,0,5,0,1,0,0,0,0,0,0
button,8,1,5,0,1,1,1,0,0,0,0
input,5,1,3,1,1,1,0,1,0,0,1
div,9,0,7,1,1,0,0,1,0,0,0
h1,5,0,8,1,1,0,0,0,0,1,1
li,2,0,1,1,1,0,1,0,0,0,0
h1,7,1,2,0,1,0,0,1,0,0,0
h2,7,0,4,0,1,0,0,0,0,0,0
input,7,1,7,1,1,1,0,0,0,0,0
h2,0,0,7,0,1,0,0,0,0,0,0
li,7,0,8,0,1,1,0,0,0,0,0
h1,5,1,8,0,1,1,0,0,0,0,0
img,3,1,5,0,1,0,0,1,1,0,1
h3,7,1,6,0,1,0,1,0,1,0,0
button,2,0,6,0,1,1,0,0,1,0,0
h2,1,1,2,0,1,1,0,1,0,0,0
span,4,1,3,0,1,0,0,0,0,0,0
span,9,0,4,1,0,0,0,0,0,1,0
li,3,1,5,0,1,0,0,0,0,0,0
h1,1,0,6,0,1,0,0,1,0,0,0
input,3,0,1,0,1,1,0,0,0,0,0
h3,9,1,2,0,1,0,0,0,0,0,0
h2,7,0,3,1,1,0,0,0,1,0,0
button,2,1,9,0,1,1,0,1,0,1,1
a,5,1,8,0,1,1,0,1,0,0,1
h2,7,0,4,1,1,0,1,0,0,0,0
button,1,1,6,0,1,1,0,0,0,0,0
h1,6,1,3,0,1,0,0,0,1,0,0
input,6,1,1,0,1,1,0,0,0,0,0
input,3,0,1,1,1,1,0,1,0,0,1
h2,2,1,4,1,1,0,0,1,1,1,0
span,7,0,5,1,1,0,1,1,0,0,0
h1,1,0,5,0,1,0,0,0,0,0,0
div,4,0,5,0,1,0,0,0,0,0,0
form,7,1,3,0,0,1,0,0,0,1,0
ul,3,0,7,0,1,0,0,0,0,0,0
h2,8,0,2,0,1,1,1,0,0,0,0
p,7,1,5,0,1,1,0,0,0,0,0
li,9,0,8,1,1,0,0,1,0,0,0
button,9,0,1,0,1,1,0,0,0,0,0
div,3,0,2,0,1,0,0,0,0,1,0
h3,1,0,1,0,1,0,0,1,0,0,0
span,7,0,6,0,1,0,0,0,0,0,0
form,4,0,3,1,1,1,1,0,0,0,0
h3,0,0,1,0,1,0,0,0,0,0,0
img,9,1,9,1,1,1,0,0,0,0,0
span,5,1,6,0,1,0,0,0,0,0,0
li,7,0,5,0,1,0,0,1,0,0,0
a,4,1,6,0,1,1,0,1,0,1,1
ul,7,1,4,0,1,0,0,0,0,0,0
h2,0,0,8,0,1,0,0,1,1,0,0
p,9,1,6,0,1,1,0,1,0,0,0
img,4,0,7,0,1,0,0,0,0,0,0
h2,8,0,3,0,1,0,0,0,0,0,0
ul,6,1,9,0,1,0,0,0,0,0,0
h1,3,1,5,0,1,0,0,0,1,0,0
form,1,0,8,1,1,1,0,0,0,0,0
h2,1,0,3,0,1,0,1,0,1,0,0
button,9,0,7,0,1,1,0,1,1,1,1
h3,9,1,2,0,1,0,0,0,0,1,0
input,4,0,8,0,1,1,1,0,0,0,0
span,8,0,6,0,1,0,0,1,0,0,0
p,2,0,5,0,1,0,0,0,0,0,0
ul,7,1,6,0,1,0,0,0,0,0,0
span,0,0,6,1,1,1,0,0,0,0,0
a,9,0,1,0,1,1,0,0,0,0,0
a,2,0,2,1,0,1,0,1,0,0,1
h2,8,0,2,0,1,1,0,0,0,0,0
ul,3,1,5,0,0,1,0,1,0,0,0
a,5,0,7,1,1,1,0,0,0,0,0
div,3,0,8,0,1,0,0,0,1,1,1
button,6,1,3,0,1,1,0,1,0,0,0
button,9,0,6,1,1,1,0,0,0,0,0
div,8,0,3,0,1,0,0,0,0,0,0
img,7,0,1,0,1,1,0,0,0,0,0
a,0,1,2,0,1,1,0,0,0,0,0
h1,4,1,9,1,1,0,0,1,0,1,1
img,4,1,1,0,1,1,0,0,0,0,0
a,1,0,2,0,1,1,0,0,0,0,0
div,9,0,3,0,1,0,0,1,0,0,0
h3,4,0,9,0,0,0,0,0,0,0,0
ul,9,0,9,1,1,0,0,0,0,1,1
p,6,1,3,0,1,0,0,0,0,0,0
ul,4,0,8,0,1,0,0,0,0,0,0
h1,9,1,1,0,1,0,1,1,0,0,0
h2,8,1,2,0,1,0,0,0,0,0,0
h3,9,0,5,0,1,1,0,0,0,0,0
li,5,0,4,1,1,0,0,0,0,1,0
h3,8,0,7,1,1,0,0,0,0,0,0
input,9,1,1,1,1,1,0,1,0,0,1
div,1,1,9,1,1,0,0,1,0,1,1
span,7,1,2,1,1,1,0,1,0,0,0
img,3,1,9,0,1,0,0,0,1,0,0
h3,7,0,5,0,1,0,0,0,0,0,0
li,0,1,8,1,1,1,0,0,0,0,0
a,0,0,3,0,1,1,0,0,0,0,0
div,9,1,3,0,0,0,0,1,0,0,0
img,7,1,8,0,1,0,0,1,0,0,1
ul,3,0,9,1,1,0,0,0,0,0,0
h1,4,1,1,0,1,0,0,0,0,0,0
a,0,1,5,0,1,1,0,0,0,0,0
h1,8,0,5,1,1,0,0,1,0,0,0
form,3,1,7,0,1,1,0,1,0,0,0
ul,1,1,2,1,1,0,0,0,0,0,0
div,7,0,9,0,1,0,0,1,0,0,0
span,1,0,4,0,1,0,1,1,0,0,0
h2,0,0,6,1,0,1,0,0,0,0,0
li,1,0,2,0,1,0,0,0,1,0,0
p,1,1,5,1,1,1,0,0,0,1,0
span,2,1,5,1,1,0,0,0,0,0,0
form,7,1,5,0,1,1,0,0,0,0,0
li,2,0,5,1,1,0,0,1,0,0,0
div,5,1,6,1,1,1,0,0,0,0,0
h3,3,1,1,0,1,0,0,0,0,1,0
input,5,1,9,0,1,1,0,0,0,0,0
h2,2,0,7,0,1,0,0,0,0,0,0
div,2,1,4,1,1,1,1,0,1,0,0
li,3,0,8,0,1,0,0,0,0,0,0
a,8,1,8,1,1,1,0,0,0,0,0
input,7,0,4,0,1,1,0,0,1,0,0
a,3,0,7,0,1,1,0,0,0,1,1
img,9,1,2,1,1,1,0,0,0,0,0
h2,8,1,7,1,1,0,0,0,0,0,0
a,1,0,9,0,1,1,0,0,0,0,0
a,2,0,7,0,1,1,0,0,0,0,0
li,1,0,7,0,1,0,1,0,0,1,1
img,6,0,9,0,1,1,0,1,0,0,1
h2,5,0,9,1,1,0,0,1,0,0,0
p,1,0,3,0,1,0,0,0,0,0,0
img,3,0,1,0,1,0,0,1,0,0,1
img,2,0,4,1,1,0,0,0,0,1,0
h2,4,0,6,0,1,0,0,0,0,0,0
ul,9,1,5,0,1,0,0,0,0,0,0
img,3,0,5,0,1,1,0,1,0,1,1
h3,8,0,3,0,1,1,0,1,1,1,0
ul,1,1,6,0,1,0,0,0,0,0,0
button,3,0,2,1,0,1,0,0,0,0,0
h2,3,1,9,1,1,0,0,0,0,0,0
li,4,0,7,1,1,0,0,1,0,0,0
h2,8,1,9,1,1,0,0,0,0,0,0
p,0,1,3,0,0,1,0,0,1,0,1
li,6,0,3,0,1,0,0,0,0,0,0
a,4,0,6,1,1,1,0,1,1,0,1
form,1,1,2,0,0,1,0,1,1,1,1
ul,9,0,1,0,1,0,0,1,0,0,0
h3,1,0,4,0,0,0,0,1,0,1,0
span,5,0,5,0,1,0,0,0,0,0,0
ul,0,0,2,0,1,0,0,0,0,0,0
h1,0,1,3,0,1,0,1,1,0,0,0
li,5,0,7,0,1,0,0,0,0,0,0
ul,3,1,8,1,0,0,0,0,0,0,0
p,2,1,7,1,1,0,1,0,0,0,0
a,1,1,8,1,1,1,0,0,0,0,0
button,2,0,6,0,1,1,0,0,0,0,0
form,9,0,6,0,1,1,0,0,0,0,0
button,4,0,9,0,1,1,0,0,0,0,0
h2,4,0,4,1,1,0,0,0,0,1,0
p,4,0,2,0,1,0,0,1,1,1,0
h2,5,1,2,0,1,0,0,0,0,1,0
span,9,0,8,0,1,0,0,0,0,1,1
ul,4,0,9,0,1,1,0,0,0,0,0
button,7,0,2,0,1,1,0,0,1,0,0
h2,9,0,3,0,1,0,0,0,0,0,0
h3,4,0,7,1,0,0,1,0,0,0,0
h1,2,1,2,0,0,0,0,0,0,0,0
span,7,1,7,1,1,0,0,1,0,0,0
span,3,1,7,0,1,0,0,0,0,0,0
h2,7,0,5,0,1,0,0,0,0,0,0
span,5,1,7,0,1,0,0,0,1,0,0
span,3,0,9,0,1,0,0,0,0,1,1
p,8,1,5,0,1,0,0,0,0,1,0
form,4,0,2,0,0,1,0,0,0,0,0
ul,7,1,4,1,1,0,0,0,0,0,0
p,7,1,5,0,1,0,0,1,0,0,0
li,9,0,4,0,1,0,0,0,0,1,0
span,1,1,8,1,1,1,0,0,0,0,0
h3,8,0,8,0,1,0,0,0,0,1,1
img,3,1,2,0,1,0,0,1,0,0,1
h3,1,0,3,0,1,0,0,0,0,0,0
h2,2,1,6,1,1,1,0,0,0,0,0
img,2,0,1,0,1,0,0,1,0,0,1
p,9,1,3,0,1,0,0,0,1,0,0
form,8,1,1,0,1,1,0,0,0,1,0
h2,6,1,8,0,1,0,0,0,0,0,0
li,4,0,2,0,1,0,0,0,0,0,0
input,0,1,4,0,1,1,1,0,0,0,0
span,8,0,8,0,1,1,0,0,1,0,0
h1,1,0,1,0,1,0,0,1,0,1,0
h1,0,1,2,0,1,0,0,1,0,0,0
p,1,1,2,0,1,0,0,0,0,0,0
div,4,1,2,1,1,0,0,0,1,0,0
li,7,0,2,0,1,0,0,0,0,0,0
div,9,1,8,0,1,1,1,0,0,0,0
input,0,0,1,0,1,1,0,0,0,0,0
h3,0,1,5,0,1,0,0,1,0,0,0
div,1,0,4,1,1,1,0,1,0,0,0
h2,0,0,3,0,1,0,0,0,0,0,0
button,4,1,2,0,1,1,0,0,0,1,0
input,1,0,2,1,1,1,0,0,0,1,0
div,5,1,2,0,1,0,0,0,0,0,0
input,4,1,8,1,1,1,0,1,1,0,1
img,5,0,7,0,1,0,0,0,0,0,0
img,9,1,8,1,1,0,0,0,0,0,0
span,4,1,8,0,1,0,0,0,1,1,1
div,4,1,3,0,1,0,0,0,0,0,0
form,7,0,7,0,1,1,0,1,0,0,0
li,1,1,1,0,1,0,0,0,0,0,0
input,6,0,5,0,1,1,0,0,0,0,0
h2,3,0,6,0,1,0,0,0,0,0,0
h2,0,0,6,1,1,0,0,1,0,0,0
h2,1,1,3,0,1,0,0,0,0,0,0
h3,9,1,1,0,1,1,1,0,0,0,0
h3,0,0,9,0,1,0,0,1,0,0,0
button,8,0,6,1,1,1,0,0,0,0,0
a,8,1,6,0,1,1,0,1,0,0,1
div,4,1,7,0,0,0,0,0,1,0,1
h1,0,1,3,1,1,0,0,0,0,0,0
span,6,0,9,1,0,0,0,1,0,0,0
button,7,1,3,0,1,1,0,0,0,0,0
button,8,0,1,0,0,1,0,0,0,0,0
input,5,0,2,0,1,1,0,0,1,0,0
span,0,1,2,0,1,0,0,1,0,0,0
h3,1,1,5,1,1,0,0,1,0,1,0
img,5,0,4,1,1,0,0,0,0,0,0
img,3,1,5,0,1,0,0,0,0,0,0
input,0,1,7,0,1,1,1,1,0,0,1
form,3,1,5,0,0,1,0,1,1,0,1
input,9,1,1,0,1,1,0,0,0,0,0
a,2,1,5,0,1,1,0,0,0,0,0
h3,1,0,2,0,1,0,0,0,0,0,0
p,7,1,3,0,0,1,0,0,1,0,1
h3,4,1,6,1,1,1,0,0,0,0,0
img,9,0,5,0,1,0,0,0,0,0,0
li,2,1,8,1,1,0,0,0,0,0,0
a,0,1,1,0,1,1,1,1,0,0,1
li,2,1,6,0,1,0,0,0,0,0,0
span,8,0,8,0,1,0,0,0,0,0,0
form,0,1,6,0,1,1,0,0,0,0,0
h1,5,1,7,1,1,0,0,0,0,0,0
button,4,0,7,0,1,1,0,1,0,0,0
h1,0,1,2,0,1,0,0,1,0,0,0
li,8,1,1,0,1,0,0,0,0,0,0
li,9,1,6,0,1,1,1,0,0,0,0
h3,2,1,3,0,1,0,0,0,1,1,0
a,0,0,7,0,1,1,0,0,0,0,0
h3,0,1,7,0,1,0,0,0,0,0,0
ul,5,1,2,0,1,0,0,0,0,1,0
input,0,0,9,1,0,1,0,1,0,0,1
div,9,0,5,0,1,1,0,0,0,0,0
li,9,1,9,0,1,0,0,0,1,0,0
form,8,1,9,1,1,1,0,0,0,0,0
h3,2,1,8,1,1,0,0,0,1,0,0
p,8,1,3,0,0,1,0,1,0,0,0
a,9,0,4,1,1,1,0,1,1,0,1
form,4,1,9,0,1,1,0,0,0,0,0
div,1,1,6,1,1,0,0,0,0,0,0
form,5,0,3,0,1,1,0,1,0,0,0
span,0,0,5,0,1,0,0,1,0,1,0
span,1,1,8,1,1,0,1,0,0,0,0
p,7,1,3,0,1,0,1,1,1,0,0
p,6,1,7,0,1,1,0,0,0,0,0
a,7,0,9,1,1,1,0,1,0,1,1
form,6,0,7,0,1,1,0,0,0,0,0
img,2,1,5,0,1,0,0,0,1,0,0
li,6,1,8,1,1,0,1,1,0,0,0
ul,7,0,1,0,1,0,0,0,0,0,0
h3,6,0,6,0,1,0,0,1,0,1,1
div,1,1,8,0,1,0,0,0,0,1,1
ul,1,0,4,0,1,1,0,0,0,1,0
form,3,0,1,1,1,1,0,0,0,1,0
ul,8,1,6,0,1,0,0,0,0,0,0
p,4,1,3,1,1,0,0,0,0,0,0
div,2,0,1,0,1,0,1,0,0,0,0
input,4,1,1,0,1,1,0,0,1,1,0
h2,1,1,3,0,1,0,0,0,0,0,0
div,3,0,2,0,1,1,0,1,0,0,0
span,0,0,1,0,1,1,0,0,0,0,0
h2,2,1,2,1,1,0,1,0,0,0,0
h3,1,0,7,0,0,1,0,0,0,0,0
button,9,1,5,0,1,1,1,0,0,0,0
span,3,1,6,1,0,0,0,0,1,0,1
h2,7,0,1,0,1,1,0,0,0,0,0
li,4,0,3,0,1,0,0,1,0,0,0
img,8,0,8,0,1,0,0,0,0,0,0
button,5,0,5,1,0,1,0,1,0,0,0
div,6,0,2,0,1,0,0,1,1,0,0
ul,3,0,6,1,0,0,0,0,0,0,0
li,5,1,5,0,1,0,0,0,0,0,0
p,4,1,1,0,1,0,0,0,0,0,0
h1,8,0,5,0,0,1,0,0,0,0,0
form,3,0,4,0,0,1,0,0,0,0,0
h3,5,0,7,0,1,0,0,0,0,0,0
h3,5,0,1,0,1,0,0,1,0,0,0
h2,8,0,6,0,0,1,0,1,0,1,1
a,3,0,6,1,1,1,0,0,1,0,0
img,1,1,4,0,1,0,0,1,0,0,1
p,2,1,3,0,0,0,0,0,1,0,1
input,0,0,3,0,1,1,0,1,0,0,1
form,0,1,3,1,1,1,1,0,0,0,0
p,5,1,4,0,1,0,0,0,1,0,0
button,1,0,6,0,1,1,0,0,0,1,1
button,4,0,4,1,1,1,0,0,0,0,0
span,7,0,2,0,1,0,0,0,0,0,0
a,5,0,3,0,1,1,0,0,0,0,0
h1,5,1,3,0,1,0,0,0,0,1,0
h3,5,0,8,0,0,0,0,0,0,0,0
li,3,1,9,0,1,0,1,0,0,0,0
div,9,0,5,0,1,0,0,0,0,0,0
h2,6,0,6,0,1,0,0,0,0,0,0
p,1,0,2,1,0,0,0,1,0,1,0
input,4,0,6,0,1,1,0,0,0,0,0
a,7,1,7,0,1,1,0,0,0,0,0
p,5,1,2,0,0,1,0,1,0,0,0
h2,4,0,6,1,0,1,1,0,1,0,1
p,2,1,9,1,1,1,1,1,0,1,1
form,5,0,1,0,1,1,0,0,0,0,0
li,2,1,6,0,0,0,0,0,0,0,0
button,4,1,1,0,1,1,0,0,0,0,0
form,0,0,1,1,1,1,0,1,0,0,0
button,4,1,4,1,1,1,1,1,1,0,0
h1,8,1,4,1,1,0,0,0,0,0,0
h2,6,0,8,1,1,0,0,0,0,0,0
img,5,0,2,0,1,0,0,0,0,0,0
h1,3,0,4,0,1,0,0,0,0,0,0
p,3,1,7,0,1,0,0,0,0,0,0
ul,6,1,3,1,1,1,1,0,0,1,0
h3,8,0,4,1,1,0,0,0,0,0,0
img,5,0,6,0,1,0,0,1,0,0,1
h2,5,1,6,0,1,0,0,1,0,0,0
h3,0,1,5,1,1,0,0,0,0,0,0
li,1,1,3,0,1,1,0,1,0,1,0
h2,6,0,8,0,1,1,0,0,0,0,0
img,9,1,3,0,0,0,0,0,0,0,0
img,2,1,9,1,1,0,0,0,0,0,0
a,6,0,9,1,1,1,0,1,0,0,1
input,5,0,4,0,1,1,0,0,0,0,0
form,2,0,3,0,1,1,0,0,0,0,0
p,8,0,6,0,0,0,0,0,0,0,0
span,7,0,8,0,1,0,0,0,1,0,0
ul,2,0,8,0,1,0,0,0,0,0,0
h3,6,1,6,0,1,0,0,0,0,0,0
a,6,1,1,1,1,1,0,1,0,0,1
a,5,1,9,0,1,1,0,0,0,0,0
ul,0,0,5,0,1,0,1,1,0,0,0
p,1,1,1,1,1,0,0,0,0,0,0
p,2,1,3,1,1,0,0,1,0,0,0
span,8,0,6,0,1,0,0,0,1,0,0
span,4,1,4,1,0,0,0,0,0,0,0
img,1,1,7,0,1,0,0,0,0,0,0
span,6,0,1,0,1,0,0,0,1,1,0
span,0,0,1,0,1,0,0,0,1,1,0
h3,2,0,5,1,1,0,0,1,0,1,0
ul,8,1,5,0,1,0,0,0,1,0,0
div,1,1,3,0,1,1,0,1,0,1,0
form,6,0,9,1,1,1,0,0,0,0,0
input,6,0,8,1,1,1,0,0,0,0,0
button,2,0,1,0,1,1,1,1,0,0,0
span,2,1,5,1,1,1,0,0,0,1,0
h3,1,0,2,0,1,0,0,0,0,0,0
form,3,0,9,0,1,1,0,1,1,0,0
h1,4,1,7,0,1,1,0,0,0,0,0
h3,7,0,6,1,1,0,1,1,0,0,0
button,7,0,2,0,1,1,0,1,0,0,0
h1,2,1,6,0,1,0,0,1,0,0,0
div,8,0,5,0,0,0,0,0,0,0,0
img,4,0,2,0,1,1,0,0,1,1,0
img,7,1,7,0,1,0,0,0,0,0,0
ul,7,0,5,0,1,0,0,0,0,0,0
span,8,1,8,0,1,0,0,0,0,0,0
button,6,0,9,0,1,1,0,0,1,0,0
form,6,0,4,0,0,1,0,1,0,1,0
li,4,1,1,0,1,0,0,0,0,0,0
a,8,0,5,0,1,1,0,0,0,0,0
a,5,1,7,0,1,1,0,1,1,0,1
li,0,0,4,1,1,0,0,0,0,0,0
div,6,0,4,0,1,0,0,1,0,0,0
img,2,1,3,0,1,0,0,0,0,1,0
h3,5,1,8,1,0,0,0,1,0,0,0
button,8,0,1,1,1,1,0,0,0,1,0
input,8,1,8,0,1,1,0,0,0,1,1
div,3,1,6,0,1,0,0,1,0,0,0
span,0,0,7,0,1,0,0,0,0,0,0
li,9,1,7,0,1,0,0,0,0,0,0
form,3,0,7,0,1,1,0,0,0,0,0
a,5,0,7,0,1,1,0,0,0,0,0
input,4,1,5,1,1,1,0,0,1,0,0
h1,8,0,2,0,1,0,0,0,1,0,0
h1,0,1,1,0,1,1,0,0,0,0,0
div,9,1,6,1,0,0,1,0,0,0,0
span,7,0,7,1,1,0,0,0,0,0,0
img,1,0,6,1,0,0,0,0,0,0,0
li,9,0,2,0,1,0,0,0,0,0,0
h2,7,0,9,1,1,0,1,1,0,0,0
img,3,0,7,1,1,0,0,0,0,0,0
img,2,0,8,0,1,1,0,0,1,0,0
h2,6,0,6,0,0,0,0,0,0,0,0
h2,7,0,1,1,1,0,0,1,0,1,0
form,5,0,3,0,1,1,1,0,1,0,0
input,6,0,6,0,1,1,0,1,0,1,1
h2,5,0,1,1,1,1,0,0,1,0,0
h1,6,0,2,1,1,0,1,1,0,0,0
h3,6,1,6,0,1,0,0,0,0,0,0
li,6,1,7,0,1,1,0,0,0,0,0
button,9,0,9,0,1,1,0,1,0,0,0
li,3,0,1,1,1,0,1,0,0,0,0
li,5,0,1,0,0,0,0,0,0,0,0
ul,7,1,2,1,1,1,0,0,1,0,0
div,3,0,5,0,1,1,1,1,0,0,0
p,2,1,8,0,1,0,0,1,0,0,0
h3,6,1,3,0,1,1,0,1,0,1,0
ul,0,0,5,0,0,0,0,0,0,0,0
h2,4,1,8,0,1,0,0,0,1,1,1
div,4,0,2,0,1,0,0,1,0,0,0
input,4,1,3,1,1,1,1,0,0,0,0
button,5,0,2,0,1,1,0,0,0,0,0
div,0,1,2,0,1,0,1,1,1,0,0
input,8,0,8,0,1,1,0,1,0,0,1
img,2,1,6,1,1,0,0,0,0,0,0
form,5,0,3,1,1,1,0,0,0,1,0
li,6,1,8,1,1,0,0,0,0,0,0
h3,9,0,6,1,1,0,0,0,0,0,0
input,4,0,9,0,1,1,0,1,0,0,1
div,3,1,2,1,1,0,0,0,0,0,0
h1,9,1,7,0,1,1,0,0,0,0,0
ul,4,0,5,0,1,0,0,1,1,0,0
div,6,0,9,0,1,0,0,0,1,0,0
a,4,1,4,0,1,1,0,0,1,0,0
p,1,0,2,0,0,0,0,1,0,0,0
ul,3,0,6,0,1,0,0,0,0,0,0
input,3,0,3,0,1,1,0,1,0,0,1
ul,7,0,3,1,1,0,0,0,0,0,0
ul,2,0,3,0,1,0,0,0,0,0,0
span,6,0,7,0,1,0,0,0,0,0,0
a,7,0,9,0,1,1,0,0,0,0,0
div,9,1,8,0,1,0,0,0,0,0,0
input,3,1,7,0,1,1,1,0,0,0,0
ul,2,1,2,0,1,0,0,0,0,0,0
p,6,0,7,0,0,1,0,1,0,0,0
img,2,0,3,1,1,0,0,0,0,0,0
p,1,1,8,0,1,1,0,0,1,0,0
h2,0,1,4,0,1,0,0,1,0,0,0
li,4,1,3,0,1,0,0,0,0,0,0
a,3,1,8,0,1,1,0,1,0,0,1
span,1,1,6,0,1,0,1,0,0,1,1
h1,4,1,9,1,1,0,0,0,1,0,0
h3,7,1,9,1,0,0,0,0,0,0,0
h2,6,0,7,1,1,0,0,1,0,0,0
a,9,1,4,0,1,1,0,0,0,0,0
button,0,0,7,0,1,1,0,1,0,0,0
img,3,0,7,0,1,0,0,1,0,0,1
h2,0,0,2,0,1,1,0,0,0,0,0
h1,7,0,9,0,1,0,0,0,0,0,0
h2,9,1,4,0,1,0,0,0,0,0,0
li,5,0,7,0,1,0,0,0,0,0,0
div,6,1,4,0,1,0,0,0,0,0,0
div,8,1,5,0,1,0,0,1,0,0,0
img,5,1,7,1,1,0,0,0,0,0,0
h2,7,1,5,1,1,0,0,0,0,0,0
input,6,0,7,0,1,1,0,1,0,0,1
span,7,0,6,1,1,0,1,1,0,0,0
h1,6,1,4,0,0,0,0,1,1,0,1
p,0,0,5,0,1,0,0,0,0,0,0
li,9,1,8,0,1,0,0,0,1,0,0
button,2,0,1,0,1,1,0,1,0,0,0
div,4,1,8,0,1,0,1,0,1,0,0
span,5,0,6,1,1,0,0,0,0,0,0
ul,2,0,5,0,1,1,0,0,1,0,0
span,8,1,1,1,0,0,1,0,1,1,1
span,9,0,3,0,1,0,0,0,0,0,0
ul,8,1,3,0,1,0,0,0,0,0,0
input,5,1,2,0,1,1,0,0,1,1,0
img,0,1,7,0,1,0,0,1,0,0,1
h2,1,0,2,1,1,1,0,0,1,0,0
input,0,0,4,0,1,1,0,0,0,0,0
form,1,0,9,1,1,1,0,1,0,0,0
div,3,0,4,0,0,1,1,1,0,1,1
ul,6,1,7,0,1,0,0,1,0,0,0
input,4,1,3,0,1,1,0,0,0,1,0
p,9,0,6,0,1,0,0,0,1,0,0
div,0,0,3,0,1,1,0,1,0,0,0
h2,0,0,6,1,1,0,0,0,0,0,0
input,4,1,7,0,1,1,0,0,0,0,0
img,6,1,4,0,1,1,0,0,0,0,0
button,0,0,6,0,1,1,0,1,0,0,0
span,9,1,3,0,1,0,0,1,0,0,0
p,0,1,6,0,1,0,0,0,0,0,0
ul,6,1,9,0,1,0,0,1,0,0,0
button,7,1,7,0,1,1,0,0,0,1,1
a,8,1,6,0,1,1,0,0,1,0,0
li,9,1,3,1,1,0,0,0,0,0,0
p,7,1,6,0,1,1,0,1,0,1,1
h2,1,0,2,1,1,1,0,1,0,0,0
ul,6,1,9,0,1,0,0,1,0,0,0
h3,2,0,7,0,1,0,0,1,0,0,0
ul,5,0,1,1,1,0,0,0,1,0,0
ul,4,1,5,1,1,1,1,0,1,0,0
img,5,0,8,1,1,0,0,0,1,0,0
p,5,1,2,0,1,1,0,1,0,0,0
img,2,1,3,0,1,0,0,0,0,0,0
h3,7,1,3,0,1,0,0,0,0,0,0
button,3,1,5,0,1,1,0,1,0,0,0
p,1,1,8,0,1,0,0,1,0,0,0
input,2,0,8,0,0,1,0,0,0,0,0
h3,2,0,9,0,1,0,0,0,0,0,0
span,7,0,2,0,1,1,0,1,0,0,0
h1,8,1,7,1,0,0,1,0,0,0,0
h2,2,0,4,0,1,1,0,0,1,1,0
button,0,1,9,1,1,1,0,0,0,0,0
img,1,1,5,0,1,0,0,1,0,0,1
ul,3,0,9,0,1,0,0,0,0,0,0
button,4,1,3,0,1,1,0,0,0,0,0
h3,6,0,3,1,1,0,0,0,0,0,0
h2,2,1,3,0,1,0,1,0,0,0,0
ul,7,0,2,0,1,0,0,1,0,0,0
form,5,0,4,0,1,1,0,0,0,1,0
img,1,0,1,0,1,0,0,0,0,0,0
button,6,0,2,1,0,1,0,0,0,0,0
input,2,0,3,0,1,1,0,0,0,0,0
li,3,0,3,0,1,0,0,1,0,1,0
